name,category_slug,price,mrp,unit,stock,image_url,description
"Value Pack Refined Sunflower Oil Pouch #108","staples-grains",145,174,"1 L",157,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Value Pack Refined Sunflower Oil Pouch #108. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Green Broccoli #109","fruits-vegetables",80,96,"1 pc",158,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Value Pack Green Broccoli #109. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Farm Fresh White Eggs #110","dairy-eggs",62,74,"6 pcs",159,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Select Farm Fresh White Eggs #110. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Double Choco Chip Muffin #111","bakery",135,162,"4 pcs",160,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Super Saver Double Choco Chip Muffin #111. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Rich Dark Roast Coffee #112","beverages",270,324,"200 g",161,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Super Saver Rich Dark Roast Coffee #112. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Crispy Salted Potato Chips #113","snacks",55,66,"90 g",162,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Gold Crispy Salted Potato Chips #113. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Chakki Fresh Whole Wheat Atta #114","staples-grains",265,318,"5 kg",163,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Gold Chakki Fresh Whole Wheat Atta #114. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver New Crop Potatoes #115","fruits-vegetables",69,83,"1 kg",164,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Super Saver New Crop Potatoes #115. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Farm Fresh White Eggs #116","dairy-eggs",92,110,"6 pcs",165,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Fresh Farm Fresh White Eggs #116. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition 100% Whole Wheat Bread #117","bakery",100,120,"400 g",166,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Chef Edition 100% Whole Wheat Bread #117. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Classic Green Tea Bags #118","beverages",235,282,"25 bags",167,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Chef Edition Classic Green Tea Bags #118. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Butter Choco Chip Cookies #119","snacks",115,138,"150 g",168,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Chef Edition Butter Choco Chip Cookies #119. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Refined Sunflower Oil Pouch #120","staples-grains",205,246,"1 L",169,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Chef Edition Refined Sunflower Oil Pouch #120. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Fresh Organic Tomatoes #121","fruits-vegetables",35,42,"1 kg",170,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Gold Fresh Organic Tomatoes #121. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Farm Fresh White Eggs #122","dairy-eggs",47,56,"6 pcs",171,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Special Farm Fresh White Eggs #122. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Double Choco Chip Muffin #123","bakery",120,144,"4 pcs",172,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Local Sourced Double Choco Chip Muffin #123. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Rich Dark Roast Coffee #124","beverages",255,306,"200 g",173,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Local Sourced Rich Dark Roast Coffee #124. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Crispy Salted Potato Chips #125","snacks",40,48,"90 g",174,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Farm Fresh Crispy Salted Potato Chips #125. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Chakki Fresh Whole Wheat Atta #126","staples-grains",250,300,"5 kg",175,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Farm Fresh Chakki Fresh Whole Wheat Atta #126. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Fresh Spinach Bunch #127","fruits-vegetables",50,60,"250 g",176,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Gold Fresh Spinach Bunch #127. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Farm Fresh White Eggs #128","dairy-eggs",77,92,"6 pcs",177,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Deluxe Farm Fresh White Eggs #128. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium 100% Whole Wheat Bread #129","bakery",85,102,"400 g",178,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Premium 100% Whole Wheat Bread #129. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Classic Green Tea Bags #130","beverages",220,264,"25 bags",179,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Premium Classic Green Tea Bags #130. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Butter Choco Chip Cookies #131","snacks",100,120,"150 g",180,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Premium Butter Choco Chip Cookies #131. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Refined Sunflower Oil Pouch #132","staples-grains",190,228,"1 L",181,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Premium Refined Sunflower Oil Pouch #132. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Crisp Shimla Apples #133","fruits-vegetables",220,264,"1 kg",182,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Chef Edition Crisp Shimla Apples #133. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Farm Fresh White Eggs #134","dairy-eggs",107,128,"6 pcs",183,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Classic Farm Fresh White Eggs #134. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Double Choco Chip Muffin #135","bakery",180,216,"4 pcs",184,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Organic Double Choco Chip Muffin #135. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Rich Dark Roast Coffee #136","beverages",240,288,"200 g",185,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Organic Rich Dark Roast Coffee #136. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Crispy Salted Potato Chips #137","snacks",25,30,"90 g",186,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Select Crispy Salted Potato Chips #137. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Chakki Fresh Whole Wheat Atta #138","staples-grains",235,282,"5 kg",187,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Select Chakki Fresh Whole Wheat Atta #138. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Green Broccoli #139","fruits-vegetables",80,96,"1 pc",188,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Chef Edition Green Broccoli #139. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Farm Fresh White Eggs #140","dairy-eggs",62,74,"6 pcs",189,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Handpicked Farm Fresh White Eggs #140. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh 100% Whole Wheat Bread #141","bakery",70,84,"400 g",190,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Fresh 100% Whole Wheat Bread #141. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Classic Green Tea Bags #142","beverages",205,246,"25 bags",191,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Fresh Classic Green Tea Bags #142. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Butter Choco Chip Cookies #143","snacks",85,102,"150 g",192,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Fresh Butter Choco Chip Cookies #143. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Refined Sunflower Oil Pouch #144","staples-grains",175,210,"1 L",193,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Fresh Refined Sunflower Oil Pouch #144. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced New Crop Potatoes #145","fruits-vegetables",69,83,"1 kg",194,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Local Sourced New Crop Potatoes #145. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Farm Fresh White Eggs #146","dairy-eggs",92,110,"6 pcs",195,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Natural Farm Fresh White Eggs #146. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Double Choco Chip Muffin #147","bakery",165,198,"4 pcs",196,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Special Double Choco Chip Muffin #147. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Rich Dark Roast Coffee #148","beverages",300,360,"200 g",197,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Special Rich Dark Roast Coffee #148. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Crispy Salted Potato Chips #149","snacks",85,102,"90 g",198,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Deluxe Crispy Salted Potato Chips #149. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Chakki Fresh Whole Wheat Atta #150","staples-grains",295,354,"5 kg",199,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Deluxe Chakki Fresh Whole Wheat Atta #150. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Fresh Organic Tomatoes #151","fruits-vegetables",35,42,"1 kg",50,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Farm Fresh Fresh Organic Tomatoes #151. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Farm Fresh White Eggs #152","dairy-eggs",47,56,"6 pcs",51,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Daily Farm Fresh White Eggs #152. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic 100% Whole Wheat Bread #153","bakery",55,66,"400 g",52,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Classic 100% Whole Wheat Bread #153. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Classic Green Tea Bags #154","beverages",190,228,"25 bags",53,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Classic Classic Green Tea Bags #154. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Butter Choco Chip Cookies #155","snacks",70,84,"150 g",54,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Classic Butter Choco Chip Cookies #155. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Refined Sunflower Oil Pouch #156","staples-grains",160,192,"1 L",55,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Classic Refined Sunflower Oil Pouch #156. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Fresh Spinach Bunch #157","fruits-vegetables",50,60,"250 g",56,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Farm Fresh Fresh Spinach Bunch #157. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Farm Fresh White Eggs #158","dairy-eggs",77,92,"6 pcs",57,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Value Pack Farm Fresh White Eggs #158. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Double Choco Chip Muffin #159","bakery",150,180,"4 pcs",58,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Handpicked Double Choco Chip Muffin #159. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Rich Dark Roast Coffee #160","beverages",285,342,"200 g",59,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Handpicked Rich Dark Roast Coffee #160. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Crispy Salted Potato Chips #161","snacks",70,84,"90 g",60,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Natural Crispy Salted Potato Chips #161. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Chakki Fresh Whole Wheat Atta #162","staples-grains",280,336,"5 kg",61,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Natural Chakki Fresh Whole Wheat Atta #162. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Crisp Shimla Apples #163","fruits-vegetables",220,264,"1 kg",62,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Premium Crisp Shimla Apples #163. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
